time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-09-26T18:17:24.880Z,-6.2648,151.6721,2.83,5.5,mb,,18,2.117,0.81,us,us20003pcw,2015-09-29T15:41:38.842Z,"186km ESE of Kimbe, Papua New Guinea",earthquake
2015-09-26T18:14:32.410Z,34.3941667,-119.0016667,21.87,1.51,ml,21,53,0.06121,0.25,ci,ci37249375,2015-09-28T20:30:56.675Z,"7km NE of Santa Paula, California",earthquake
2015-09-26T18:12:22.300Z,33.8376667,-116.8998333,12.49,0.74,ml,37,66,0.1515,0.18,ci,ci37249367,2015-09-28T16:48:17.067Z,"8km NE of San Jacinto, California",earthquake
2015-09-26T18:07:37.600Z,-30.3813,-72.1508,15.95,4,mb,,195,0.532,1.88,us,us20003pcr,2015-09-29T15:26:23.239Z,"91km WSW of Coquimbo, Chile",earthquake
2015-09-26T18:02:46.485Z,41.8665,-119.6081,7,1.8,ml,8,180.91,0.164,0.1688,nn,nn00512348,2015-09-26T18:38:28.952Z,"70km ESE of Lakeview, Oregon",earthquake
2015-09-26T17:57:52.430Z,33.491,-116.5646667,7.22,0.19,ml,18,106,0.03158,0.15,ci,ci37249359,2015-09-28T16:40:20.191Z,"12km SE of Anza, California",earthquake
2015-09-26T17:56:21.000Z,60.0269,-152.6749,104.7,3.2,ml,,,,0.77,ak,ak11724137,2015-09-29T15:15:20.040Z,"51km S of Redoubt Volcano, Alaska",earthquake
2015-09-26T17:53:07.070Z,47.7496667,-121.8496667,5.42,1.56,ml,11,81,0.07682,0.11,uw,uw61070607,2015-09-26T23:42:56.950Z,"8km NE of Lake Marcel-Stillwater, Washington",earthquake
2015-09-26T17:27:02.000Z,67.6954,-163.4226,9.9,3.7,ml,,,,1.3,ak,ak11724118,2015-09-29T15:08:57.040Z,"23km NW of Noatak, Alaska",earthquake
2015-09-26T17:23:26.750Z,5.2455,123.7624,516,5.5,mwb,,31,2.558,1.02,us,us20003pci,2015-09-29T14:52:48.872Z,"116km SSW of Palimbang, Philippines",earthquake
2015-09-26T17:22:53.730Z,33.4678333,-116.5598333,8.5,0.38,ml,19,147,0.0444,0.15,ci,ci37249351,2015-09-28T14:05:12.136Z,"14km SE of Anza, California",earthquake
2015-09-26T17:18:18.000Z,62.7293,-152.3991,0.1,1.3,ml,,,,0.54,ak,ak11724117,2015-09-26T17:42:58.586Z,"126km WNW of Talkeetna, Alaska",earthquake
2015-09-26T17:12:23.000Z,61.4282,-140.5102,0,1.4,ml,,,,0.33,ak,ak11724115,2015-09-26T17:28:23.831Z,"178km WNW of Haines Junction, Canada",earthquake
2015-09-26T16:50:39.210Z,33.3951667,-116.9228333,5.74,1.62,ml,55,40,0.06522,0.23,ci,ci37249343,2015-09-28T14:06:28.090Z,"7km NW of Palomar Observatory, California",earthquake
2015-09-26T16:38:24.220Z,35.997,-120.5616667,4.37,1.12,md,37,79,0.0238,0.07,nc,nc72530541,2015-09-29T01:35:40.541Z,"24km SW of Coalinga, California",earthquake
2015-09-26T16:23:11.000Z,64.6833,-149.0508,18.5,0.2,ml,,,,0.34,ak,ak11724042,2015-09-27T00:25:22.705Z,"12km NNE of North Nenana, Alaska",earthquake
2015-09-26T16:13:26.370Z,14.7862,-92.4456,87.07,4.6,mb,,135,1.516,0.78,us,us20003pca,2015-09-26T19:08:09.302Z,"7km NNW of Puerto Madero, Mexico",earthquake
2015-09-26T16:03:01.180Z,34.1903333,-116.4506667,2.07,0.81,ml,9,132,0.1156,0.19,ci,ci37249327,2015-09-28T14:05:33.400Z,"9km NNW of Yucca Valley, California",earthquake
2015-09-26T16:02:46.200Z,18.097,-65.7445,9,1.5,Md,5,162,0.10869615,0.21,pr,pr15269011,2015-09-26T19:37:42.019Z,"7km S of Punta Santiago, Puerto Rico",earthquake
2015-09-26T15:46:37.000Z,18.1275,-65.7283,2,1.4,Md,3,176.4,0.11678099,0.09,pr,pr15269010,2015-09-26T19:27:04.697Z,"4km SSE of Punta Santiago, Puerto Rico",earthquake
2015-09-26T15:35:35.040Z,34.1898333,-116.4251667,7.46,0.69,ml,19,100,0.0175,0.15,ci,ci37249311,2015-09-28T16:33:59.457Z,"8km N of Yucca Valley, California",earthquake
2015-09-26T15:24:34.000Z,62.8932,-149.5783,51.2,2.3,ml,,,,0.7,ak,ak11723965,2015-09-26T15:49:20.279Z,"63km SSW of Cantwell, Alaska",earthquake
2015-09-26T15:16:03.000Z,65.9228,-153.9443,28,1.6,ml,,,,0.43,ak,ak11723964,2015-09-26T15:35:37.316Z,"90km SW of New Allakaket, Alaska",earthquake
2015-09-26T15:08:39.710Z,36.0845,-117.8453333,0.77,0.75,ml,12,108,0.03405,0.22,ci,ci37249295,2015-09-28T14:06:22.038Z,"10km ENE of Coso Junction, California",earthquake
2015-09-26T14:58:20.900Z,19.656,-64.097,25,3.4,Md,4,331.2,0.94772262,0.18,pr,pr15269008,2015-09-26T23:00:52.022Z,"147km NNE of Road Town, British Virgin Islands",earthquake
2015-09-26T14:55:57.000Z,60.1016,-151.8618,35.4,2,ml,,,,0.54,ak,ak11723959,2015-09-26T15:21:28.042Z,"36km N of Anchor Point, Alaska",earthquake
2015-09-26T14:41:57.140Z,34.2145,-117.0206667,7.76,1.03,ml,48,44,0.04427,0.15,ci,ci37249287,2015-09-28T16:30:09.170Z,"8km E of Running Springs, California",earthquake
2015-09-26T14:40:31.170Z,46.776,-121.651,5.831,0.85,ml,9,131,0.08204,0.08,uw,uw61070542,2015-09-26T17:36:38.970Z,"18km N of Packwood, Washington",earthquake
2015-09-26T14:28:49.390Z,-4.0748,127.5863,225.9,4.7,mb,,64,4.793,0.9,us,us20003pby,2015-09-26T22:31:19.808Z,"73km WSW of Amahusu, Indonesia",earthquake
2015-09-26T14:27:37.000Z,60.0096,-140.662,0,1.2,ml,,,,0.35,ak,ak11723954,2015-09-26T14:53:56.693Z,"73km NW of Yakutat, Alaska",earthquake
2015-09-26T14:26:50.150Z,47.3923333,-113.1186667,6,0.56,md,7,177,0.296,0.14,mb,mb80099624,2015-09-27T16:12:45.070Z,"36km NE of Seeley Lake, Montana",earthquake
2015-09-26T14:24:19.810Z,-21.238,-175.7968,149.22,5,mb,,92,5.918,1.28,us,us20003pbx,2015-09-26T22:26:45.670Z,"61km W of Havelu, Tonga",earthquake
2015-09-26T14:14:36.500Z,18.9064,-64.3161,30,3,Md,4,306,0.17696811,0.18,pr,pr15269007,2015-09-26T22:17:07.144Z,"62km NNE of Road Town, British Virgin Islands",earthquake
2015-09-26T14:10:09.000Z,64.6214,-147.9682,11.5,0.4,ml,,,,0.34,ak,ak11723892,2015-09-26T14:26:51.266Z,"25km S of Ester, Alaska",earthquake
2015-09-26T14:07:19.010Z,19.4158333,-155.5336667,31.525,1.52,md,16,88,0.01318,0.08,hv,hv61046681,2015-09-29T22:25:55.170Z,"23km NNW of Pahala, Hawaii",earthquake
2015-09-26T13:47:51.220Z,23.9556,-108.8749,10,4.9,mb,,104,1.015,1.11,us,us20003pbl,2015-09-26T21:50:25.207Z,"130km NE of San Jose del Cabo, Mexico",earthquake
2015-09-26T13:45:54.170Z,38.6545,-118.774,14.8,0.3,ml,4,260.53,0.199,0.0865,nn,nn00512400,2015-09-26T23:45:38.566Z,"19km NW of Hawthorne, Nevada",earthquake
2015-09-26T13:39:10.000Z,60.1778,-141.1543,8.7,1.5,ml,,,,0.89,ak,ak11723889,2015-09-26T13:59:24.220Z,"72km E of Cape Yakataga, Alaska",earthquake
2015-09-26T13:32:27.000Z,62.0727,-151.0258,72.4,1.4,ml,,,,0.17,ak,ak11723887,2015-09-26T13:45:41.551Z,"55km WSW of Talkeetna, Alaska",earthquake
2015-09-26T13:26:56.000Z,62.0741,-151.0206,68.3,1.4,ml,,,,0.27,ak,ak11723886,2015-09-26T13:45:39.197Z,"54km WSW of Talkeetna, Alaska",earthquake
2015-09-26T13:23:41.427Z,36.4159,-117.502,2.6,0.6,ml,16,141.88,0.291,0.2508,nn,nn00512304,2015-09-26T17:49:29.309Z,"54km ESE of Lone Pine, California",earthquake
2015-09-26T13:04:40.509Z,39.4185,-119.9351,7.5,0.6,ml,14,54.73,0.097,0.1168,nn,nn00512302,2015-09-26T13:18:53.413Z,"10km S of Mogul, Nevada",earthquake
2015-09-26T12:52:55.100Z,19.1215,-64.3346,48,3.2,Md,5,309.6,0.38986883,0.25,pr,pr15269006,2015-09-26T20:55:28.691Z,"83km NNE of Road Town, British Virgin Islands",earthquake
2015-09-26T12:51:04.320Z,33.6676667,-116.7491667,14.52,0.54,ml,28,60,0.05229,0.12,ci,ci37249263,2015-09-28T14:06:24.438Z,"8km SSW of Idyllwild, California",earthquake
2015-09-26T12:49:31.550Z,19.1851667,-155.7013333,0.019,1.27,md,25,144,0.06669,0.25,hv,hv61046671,2015-09-29T22:37:04.340Z,"14km NNE of Hawaiian Ocean View, Hawaii",earthquake
2015-09-26T12:45:21.800Z,18.9638,-64.9527,13,3.1,Md,4,255.6,0.70158424,0.25,pr,pr15269005,2015-09-26T20:47:55.017Z,"68km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-26T12:44:43.250Z,33.6643333,-116.751,14.38,1.07,ml,48,50,0.0559,0.15,ci,ci37249255,2015-09-28T14:07:38.380Z,"9km SSW of Idyllwild, California",earthquake
2015-09-26T12:44:08.300Z,18.9867,-64.9315,17,3.1,Md,5,259.2,0.6404988,0.25,pr,pr15269004,2015-09-26T20:46:50.013Z,"71km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-26T12:43:21.400Z,18.9241,-64.9223,10,2.8,Md,5,255.6,0.57043021,0.27,pr,pr15269003,2015-09-26T20:46:04.218Z,"64km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-26T12:41:48.280Z,36.004,-120.5648333,3.67,0.99,md,27,97,0.02351,0.06,nc,nc72530056,2015-09-28T22:01:14.507Z,"23km SW of Coalinga, California",earthquake
2015-09-26T12:22:44.310Z,36.107,-117.9201667,3.87,0.82,ml,15,88,0.05397,0.16,ci,ci37249247,2015-09-28T14:06:30.370Z,"7km NNE of Coso Junction, California",earthquake
2015-09-26T12:19:58.080Z,40.4425,-125.252,7.06,2.84,md,36,266,0.7489,0.29,nc,nc72530001,2015-09-28T21:52:05.456Z,"85km W of Ferndale, California",earthquake
2015-09-26T11:45:09.810Z,48.2795,-122.3151667,3.732,1.21,ml,11,106,0.1472,0.12,uw,uw61070517,2015-09-27T18:02:11.090Z,"5km NE of Stanwood, Washington",earthquake
2015-09-26T11:38:01.150Z,33.4738333,-116.568,7.9,0.64,ml,27,78,0.03536,0.13,ci,ci37249231,2015-09-28T14:07:46.820Z,"13km SE of Anza, California",earthquake
2015-09-26T11:31:43.510Z,-7.5377,128.4782,172.32,4.6,mb,,60,2.829,1.12,us,us20003pbc,2015-09-26T19:34:25.831Z,"Kepulauan Barat Daya, Indonesia",earthquake
2015-09-26T11:19:12.280Z,36.3715,-120.946,4.68,1.89,md,55,148,0.1944,0.07,nc,nc72529956,2015-09-29T02:18:22.447Z,"23km NE of King City, California",earthquake
2015-09-26T11:14:18.901Z,38.6563,-118.7945,10.7,0.6,ml,8,154.22,0.215,0.0881,nn,nn00512296,2015-09-26T16:44:30.668Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-26T11:11:06.000Z,60.2796,-141.1468,12.2,1.6,ml,,,,0.73,ak,ak11723816,2015-09-26T11:27:05.033Z,"75km ENE of Cape Yakataga, Alaska",earthquake
2015-09-26T11:03:43.970Z,46.912,-122.4968333,18.581,1.42,ml,16,93,0.08621,0.25,uw,uw61070507,2015-09-26T17:29:54.440Z,"8km ESE of Yelm, Washington",earthquake
2015-09-26T10:51:00.200Z,33.4893333,-116.4896667,13.53,1.17,ml,52,77,0.06333,0.17,ci,ci37266077,2015-09-28T16:14:32.134Z,"18km ESE of Anza, California",earthquake
2015-09-26T10:50:58.590Z,33.4898333,-116.4878333,12.73,0.95,ml,36,78,0.06177,0.1,ci,ci37249215,2015-09-28T16:01:13.118Z,"19km ESE of Anza, California",earthquake
2015-09-26T10:39:33.000Z,60.2565,-141.1958,20.3,1,ml,,,,0.09,ak,ak11723763,2015-09-26T10:59:31.925Z,"71km ENE of Cape Yakataga, Alaska",earthquake
2015-09-26T10:24:14.790Z,33.2715,-116.7756667,10.94,1.3,ml,44,46,0.03815,0.18,ci,ci37249199,2015-09-28T14:08:54.530Z,"4km NNW of Lake Henshaw, California",earthquake
2015-09-26T10:21:59.440Z,36.0868333,-117.8381667,2.15,0.23,ml,13,75,0.03367,0.14,ci,ci37249207,2015-09-28T20:11:21.882Z,"11km ENE of Coso Junction, California",earthquake
2015-09-26T10:18:23.240Z,33.635,-116.7568333,16.64,0.34,ml,18,86,0.04165,0.13,ci,ci37249183,2015-09-28T14:07:08.809Z,"12km NW of Anza, California",earthquake
2015-09-26T10:15:38.310Z,37.502,-118.802,10.44,0.76,md,18,151,0.06548,0.03,nc,nc72529881,2015-09-28T16:53:44.900Z,"22km SE of Mammoth Lakes, California",earthquake
2015-09-26T10:12:44.940Z,33.6306667,-116.758,15.21,1.02,ml,45,31,0.03723,0.15,ci,ci37249167,2015-09-28T14:07:12.398Z,"12km NW of Anza, California",earthquake
2015-09-26T10:10:13.380Z,35.1176667,-118.6516667,7.42,0.81,ml,10,71,0.1172,0.07,ci,ci37249175,2015-09-28T21:05:11.888Z,"18km W of Tehachapi, California",earthquake
2015-09-26T10:07:46.200Z,18.8932,-64.2667,37,3.4,Md,15,324,0.17337485,0.09,pr,pr15269001,2015-09-26T18:10:41.439Z,"64km NE of Road Town, British Virgin Islands",earthquake
2015-09-26T10:04:20.760Z,33.5008333,-116.5165,10.18,0.17,ml,20,163,0.0578,0.18,ci,ci37249159,2015-09-28T14:07:29.583Z,"16km ESE of Anza, California",earthquake
2015-09-26T09:49:47.340Z,42.1882,142.1002,83.16,5,mb,,86,0.805,0.92,us,us20003pb3,2015-09-26T10:09:44.553Z,"27km SW of Shizunai, Japan",earthquake
2015-09-26T09:37:53.540Z,-31.4088,-71.4788,44.16,4.6,mb,,77,0.457,0.49,us,us20003pb1,2015-09-27T15:18:21.040Z,"38km NW of Illapel, Chile",earthquake
2015-09-26T09:36:37.060Z,33.492,-116.5165,9,-0.08,ml,22,123,0.06644,0.15,ci,ci37249151,2015-09-28T15:51:34.457Z,"16km ESE of Anza, California",earthquake
2015-09-26T09:33:37.282Z,41.8577,-119.6415,11.8,1.7,ml,8,180.09,0.15,0.2104,nn,nn00512292,2015-09-26T12:50:59.188Z,"68km ESE of Lakeview, Oregon",earthquake
2015-09-26T09:29:01.000Z,61.5229,-140.7401,0.6,1.3,ml,,,,0.58,ak,ak11723701,2015-09-26T09:50:08.593Z,"186km NNE of Cape Yakataga, Alaska",earthquake
2015-09-26T09:10:22.000Z,63.3091,-148.8651,73.6,1.7,ml,,,,0.48,ak,ak11723697,2015-09-26T09:22:41.508Z,"10km SSE of Cantwell, Alaska",earthquake
2015-09-26T09:09:06.380Z,-19.1644,-177.5316,563.98,4.6,mb,,84,4.422,1.03,us,us20003pay,2015-09-26T17:11:41.665Z,"204km NE of Ndoi Island, Fiji",earthquake
2015-09-26T09:01:01.180Z,33.395,-116.9128333,9.21,0.67,ml,22,88,0.05888,0.22,ci,ci37249143,2015-09-28T14:07:46.711Z,"6km NW of Palomar Observatory, California",earthquake
2015-09-26T08:38:09.750Z,38.8235016,-122.8033371,2.21,2,md,11,78,0.06769,0.02,nc,nc72529766,2015-09-26T08:39:43.310Z,"6km W of Cobb, California",earthquake
2015-09-26T08:28:12.230Z,-5.6919,68.3388,10,5,mb,,44,12.848,0.58,us,us20003pat,2015-09-26T16:30:42.739Z,"Chagos Archipelago region",earthquake
2015-09-26T08:12:35.000Z,60.51,-143.0722,7.3,1.2,ml,,,,0.41,ak,ak11723681,2015-09-26T08:27:48.853Z,"60km NW of Cape Yakataga, Alaska",earthquake
2015-09-26T08:07:28.000Z,61.3701,-150.0667,34.9,1.3,ml,,,,0.26,ak,ak11723680,2015-09-26T08:27:48.178Z,"17km SSW of Big Lake, Alaska",earthquake
2015-09-26T07:59:51.490Z,32.5236667,-115.6501667,4.87,1.75,ml,23,143,0.1409,0.16,ci,ci37249127,2015-09-28T15:34:06.370Z,"9km SW of Progreso, B.C., MX",earthquake
2015-09-26T07:55:54.000Z,18.155,-66.938,24,2.1,Md,5,122.4,0.14193381,0.07,pr,pr15269002,2015-09-26T11:22:27.819Z,"5km ESE of Maricao, Puerto Rico",earthquake
2015-09-26T07:55:32.380Z,-30.6306,-72.0394,18.6,4.5,mwr,,113,0.351,0.59,us,us20003par,2015-09-27T15:23:46.040Z,"80km W of Ovalle, Chile",earthquake
2015-09-26T07:33:46.000Z,60.2511,-152.0824,50,2.1,ml,,,,,ak,ak11723635,2015-09-26T07:46:13.186Z,"44km WSW of Cohoe, Alaska",earthquake
2015-09-26T07:32:49.920Z,35.9651667,-117.8565,3.23,0.6,ml,23,48,0.0352,0.18,ci,ci37249119,2015-09-28T15:25:13.262Z,"6km NE of Little Lake, California",earthquake
2015-09-26T07:01:04.160Z,-14.2979,-73.5897,60.78,4.5,mb,,153,3.913,0.77,us,us20003pan,2015-09-26T15:03:48.645Z,"65km NNE of Tambo, Peru",earthquake
2015-09-26T06:57:50.980Z,36.0248333,-117.7753333,2.34,-0.24,ml,9,115,0.008174,0.05,ci,ci37249111,2015-09-28T20:59:30.968Z,"15km NE of Little Lake, California",earthquake
2015-09-26T06:55:52.600Z,32.938,-115.536,11.06,1.38,ml,27,74,0.04194,0.21,ci,ci37249103,2015-09-28T15:10:28.878Z,"5km S of Brawley, California",earthquake
2015-09-26T06:45:56.000Z,61.3286,-150.6805,56.3,1.2,ml,,,,0.19,ak,ak11723597,2015-09-26T07:04:50.552Z,"43km WNW of Anchorage, Alaska",earthquake
2015-09-26T06:44:47.527Z,38.6158,-118.4666,9.5,0.5,ml,6,107.41,0.045,0.1377,nn,nn00512290,2015-09-26T16:13:25.571Z,"17km NE of Hawthorne, Nevada",earthquake
2015-09-26T06:41:12.660Z,36.413,-89.5163333,9.44,1.16,md,14,132,0.04634,0.04,nm,nm60091037,2015-09-28T14:25:34.790Z,"5km NW of Tiptonville, Tennessee",earthquake
2015-09-26T06:38:33.740Z,33.4925,-116.5195,9.21,1.02,ml,46,71,0.06554,0.2,ci,ci37249095,2015-09-28T14:09:09.170Z,"16km ESE of Anza, California",earthquake
2015-09-26T06:15:05.400Z,40.0182,-29.5663,10,4.7,mb,,71,1.65,0.77,us,us20003pal,2015-09-26T14:17:49.407Z,"147km ENE of Santa Cruz das Flores, Portugal",earthquake
2015-09-26T06:02:52.123Z,36.703,-115.7575,0,-0.1,ml,9,264.29,0.17,0.1947,nn,nn00512355,2015-09-27T00:43:53.965Z,"58km NNE of Pahrump, Nevada",earthquake
2015-09-26T05:42:35.400Z,33.5913333,-116.8123333,9.73,0.28,ml,19,62,0.04033,0.23,ci,ci37249087,2015-09-28T14:09:53.149Z,"14km WNW of Anza, California",earthquake
2015-09-26T05:30:46.000Z,62.1744,-150.1135,18.2,1.2,ml,,,,0.13,ak,ak11723559,2015-09-26T05:42:52.171Z,"13km W of Y, Alaska",earthquake
2015-09-26T05:23:33.000Z,61.7809,-151.1033,106.5,1.5,ml,,,,0.74,ak,ak11723557,2015-09-26T05:42:51.518Z,"56km W of Willow, Alaska",earthquake
2015-09-26T05:13:18.000Z,63.1921,-151.3314,0,1.3,ml,,,,0.74,ak,ak11723552,2015-09-26T05:29:03.132Z,"115km NNW of Talkeetna, Alaska",earthquake
2015-09-26T05:06:19.600Z,18.1217,-65.7324,4,1.5,Md,3,180,0.11318773,0.02,pr,pr15269000,2015-09-26T06:51:15.783Z,"5km SSE of Punta Santiago, Puerto Rico",earthquake
2015-09-26T05:04:20.000Z,60.6779,-150.1403,40.1,1.3,ml,,,,0.32,ak,ak11723551,2015-09-26T05:29:02.472Z,"37km ENE of Sterling, Alaska",earthquake
2015-09-26T05:00:26.000Z,60.1712,-141.2415,0,1.2,ml,,,,0.93,ak,ak11723550,2015-09-26T05:14:39.683Z,"67km E of Cape Yakataga, Alaska",earthquake
2015-09-26T04:53:59.000Z,-30.721,-71.389,49.7,4.1,mb,,,,0.91,us,us20003pah,2015-09-27T01:47:31.060Z,"22km SW of Ovalle, Chile",earthquake
2015-09-26T04:51:57.440Z,60.7275,-44.1066,7.03,4.7,mb,,61,0.773,0.99,us,us20003pai,2015-09-26T12:54:43.945Z,"90km NE of Nanortalik, Greenland",earthquake
2015-09-26T04:48:19.360Z,36.5365,-89.6175,9.06,2.03,md,35,40,0.04198,0.07,nm,nm60091022,2015-09-26T12:50:46.511Z,"6km S of Lilbourn, Missouri",earthquake
2015-09-26T04:37:06.790Z,34.0035,-116.7681667,12.64,0.64,ml,30,96,0.0456,0.12,ci,ci37249079,2015-09-28T15:04:07.763Z,"10km N of Cabazon, California",earthquake
2015-09-26T04:20:22.580Z,46.3731667,-111.4298333,5.95,2.41,ml,25,80,0.271,0.19,mb,mb80099434,2015-09-26T14:25:48.213Z,"9km NE of Townsend, Montana",earthquake
2015-09-26T03:34:47.990Z,46.1951667,-122.1711667,0.093,0.17,ml,8,153,0.01441,0.15,uw,uw61070407,2015-09-27T17:39:00.000Z,"38km NNE of Amboy, Washington",earthquake
2015-09-26T03:32:14.637Z,38.652,-118.7895,9.7,1.1,ml,6,154.16,0.21,0.0906,nn,nn00512285,2015-09-26T13:12:32.029Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-26T03:25:18.320Z,35.3318333,-119.8803333,3.85,0.39,ml,8,167,0.03678,0.13,ci,ci37249071,2015-09-28T14:57:15.778Z,"11km ESE of Simmler, California",earthquake
2015-09-26T03:24:27.710Z,34.0006667,-117.1991667,14.89,0.91,ml,20,65,0.07999,0.22,ci,ci37249063,2015-09-28T14:10:12.490Z,"6km SSW of Redlands, California",earthquake
2015-09-26T03:20:51.000Z,-20.9714,168.9376,36.4,5.4,mb,,48,0.986,1.03,us,us20003pa4,2015-09-26T04:34:51.056Z,"126km ENE of Tadine, New Caledonia",earthquake
2015-09-26T03:17:38.800Z,44.7838333,-111.0971667,9.44,-0.18,md,7,130,0.069,0.11,uu,uu60124752,2015-09-28T18:36:26.730Z,"13km N of West Yellowstone, Montana",earthquake
2015-09-26T03:09:13.330Z,46.1981667,-122.1815,3.287,0.36,ml,14,66,0.006643,0.08,uw,uw61070397,2015-09-26T17:20:39.100Z,"38km NNE of Amboy, Washington",earthquake
2015-09-26T03:03:20.610Z,-30.7316,-71.6476,35,5.1,mb,,154,0.058,0.75,us,us20003p9z,2015-09-26T11:05:55.604Z,"45km WSW of Ovalle, Chile",earthquake
2015-09-26T02:57:35.000Z,61.8288,-149.7397,25.7,1.6,ml,,,,1.08,ak,ak11723468,2015-09-26T03:21:19.410Z,"18km ENE of Willow, Alaska",earthquake
2015-09-26T02:55:41.994Z,37.3468,-117.1331,16.4,0.2,ml,14,183.19,0.375,0.1548,nn,nn00512283,2015-09-26T17:06:13.143Z,"41km SSE of Goldfield, Nevada",earthquake
2015-09-26T02:51:33.800Z,33.5943333,-116.7153333,2.88,-0.1,ml,19,61,0.03419,0.13,ci,ci37249047,2015-09-28T14:54:11.859Z,"6km NW of Anza, California",earthquake
2015-09-26T02:51:18.200Z,-30.8199,-71.3854,38.07,6.2,mwp,,30,0.259,1.16,us,us20003p9y,2015-09-27T16:09:58.358Z,"30km SW of Ovalle, Chile",earthquake
2015-09-26T02:35:01.000Z,60.166,-141.3345,0.8,1.6,ml,,,,0.9,ak,ak11723464,2015-09-26T02:53:55.032Z,"61km E of Cape Yakataga, Alaska",earthquake
2015-09-26T02:33:57.000Z,63.5582,-150.7871,2.8,1.5,ml,,,,0.73,ak,ak11723463,2015-09-26T02:53:54.372Z,"93km WNW of Cantwell, Alaska",earthquake
2015-09-26T02:22:36.520Z,33.4655,-116.425,9.53,0.26,ml,17,166,0.1275,0.12,ci,ci37249031,2015-09-28T14:10:29.932Z,"24km NNW of Borrego Springs, California",earthquake
2015-09-26T02:15:01.000Z,58.3168,-154.1741,13.9,2.9,ml,,,,0.61,ak,ak11723461,2015-09-26T10:17:31.356Z,"87km N of Larsen Bay, Alaska",earthquake
2015-09-26T01:58:04.920Z,47.4606667,-122.4781667,50.504,1.08,md,7,199,0.2272,0.22,uw,uw61070387,2015-09-29T00:03:55.430Z,"2km NW of Vashon, Washington",earthquake
2015-09-26T01:56:47.640Z,34.0571667,-117.0798333,14.89,0.81,ml,36,63,0.05149,0.24,ci,ci37249023,2015-09-28T14:49:49.231Z,"4km NW of Yucaipa, California",earthquake
2015-09-26T01:36:30.000Z,61.7331,-149.6146,28.9,1.7,ml,,,,0.83,ak,ak11723458,2015-09-26T01:58:15.698Z,"12km N of Meadow Lakes, Alaska",earthquake
2015-09-26T00:56:51.194Z,41.864,-119.6242,11.4,2,ml,7,123.35,0.156,0.2005,nn,nn00512278,2015-09-26T01:17:07.988Z,"69km ESE of Lakeview, Oregon",earthquake
2015-09-26T00:55:11.900Z,36.0033,-96.8289,1.86,2.3,mb_lg,,47,0.05,0.39,us,us20003pjw,2015-09-27T22:42:53.228Z,"5km WNW of Cushing, Oklahoma",earthquake
2015-09-26T00:48:05.000Z,60.9247,-146.4977,11.1,1.4,ml,,,,0.64,ak,ak11723451,2015-09-26T01:11:13.268Z,"24km SSW of Valdez, Alaska",earthquake
2015-09-26T00:29:52.060Z,34.003,-116.7791667,18.19,0.74,ml,17,56,0.03992,0.22,ci,ci37249007,2015-09-28T14:13:34.660Z,"10km N of Cabazon, California",earthquake
2015-09-26T00:28:51.790Z,36.0966667,-117.6665,-0.28,0.58,ml,20,63,0.09565,0.18,ci,ci37248999,2015-09-28T14:41:26.731Z,"26km ENE of Coso Junction, California",earthquake
2015-09-26T00:23:07.000Z,60.9232,-146.4966,9.8,1.2,ml,,,,0.64,ak,ak11723446,2015-09-26T00:44:20.196Z,"24km SSW of Valdez, Alaska",earthquake
2015-09-26T00:12:11.000Z,61.4374,-146.7144,31.4,1.4,ml,,,,0.43,ak,ak11723445,2015-09-26T00:44:18.260Z,"39km NNW of Valdez, Alaska",earthquake
2015-09-26T00:10:25.000Z,61.4253,-146.7751,12.5,2.5,ml,,,,0.84,ak,ak11723436,2015-09-26T08:13:41.894Z,"40km NW of Valdez, Alaska",earthquake
2015-09-26T00:03:03.000Z,61.6308,-151.2948,70,1.3,ml,,,,,ak,ak11723435,2015-09-26T00:18:34.876Z,"67km W of Willow, Alaska",earthquake
2015-09-26T00:01:40.070Z,16.9611,145.9194,27.59,4.7,mb,,77,0.647,0.55,us,us20003p9h,2015-09-26T08:04:25.391Z,"72km NNE of Anatahan, Northern Mariana Islands",earthquake
2015-09-25T23:52:10.390Z,45.368,-121.7001667,2.753,1.11,ml,5,185,0.01016,0,uw,uw61084336,2015-09-27T04:09:37.600Z,"22km E of Mount Hood Village, Oregon",earthquake
2015-09-25T23:47:13.000Z,60.4218,-151.565,54.3,1.8,ml,,,,0.59,ak,ak11723428,2015-09-26T00:05:43.799Z,"15km W of Kalifornsky, Alaska",earthquake
2015-09-25T23:37:02.890Z,34.4333333,-119.2471667,2.2,1.68,ml,25,79,0.08046,0.3,ci,ci37248983,2015-09-26T07:39:29.194Z,"2km SSW of Ojai, California",earthquake
2015-09-25T23:30:44.000Z,60.158,-141.3987,0.5,1.3,ml,,,,0.9,ak,ak11723424,2015-09-25T23:53:36.060Z,"58km E of Cape Yakataga, Alaska",earthquake
2015-09-25T23:24:13.520Z,54.9427,111.5748,10,4.7,mb,,59,7.628,0.88,us,us20003p9a,2015-09-26T07:26:49.889Z,"109km NE of Kurumkan, Russia",earthquake
